metro_2006_07,metro_2007_08,metro_2008_09,metro_2009_10,metro_2010_11,metro_2011_12,metro_2012_13,metro_2013_14,metro_2014_15,metro_2015_16,metro_2016_17,metro_2017_18,metro_arts_abc_1988_89,metro_arts_abc_1989_90,metro_arts_abc_1990_91,metro_arts_abc_1991_92,metro_arts_abc_1992_93,metro_arts_abc_1993_94,metro_arts_abc_1994_95,metro_arts_abc_1995_96,metro_arts_abc_1996_97,metro_arts_abc_1997_98,metro_arts_abc_1998_99,metro_arts_abc_1999_00,metro_arts_abc_2000_01,metro_arts_abc_2001_02,metro_arts_abc_2002_03,metro_arts_abc_2003_04,metro_arts_abc_2004_05,metro_arts_abc_2005_06,organization,thrive_2014_15,thrive_2015_16,thrive_2016_17,thrive_2017_18,totals
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Musical History of Joe Hill and the Early Labor Movement Davidson County Tour,0,0,3000,0,3000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Favorite Song!,0,0,3500,0,3500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7700,2000,2500,3500,3500,2250,3000,2000,2850,0,2500,0,0,0,N-4ART,0,0,0,0,31800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Napier-Sudekum Community Identity,0,0,0,10200,10200
0,0,0,4000,5700,8440,8600,9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Narrow Way Productions (NWP),0,0,0,0,36340
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville 5-Shot Shorts,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Artists Guild,0,0,0,0,2750
81267,99366,71487,161000,135000,177500,151200,145500,127250,143000,147020,138000,25000,20000,20000,9000,26000,68000,80000,85000,88200,94500,121470,95785,85350,125150,132880,158500,118951,106925,Nashville Ballet,0,0,0,0,3038301
68850,120947,104939,121300,111000,94500,95350,90500,87450,96305,107270,166600,5300,10000,10000,8500,13000,27000,40000,59000,56746,59887,54000,63667,66008,82300,107840,84480,97300,74821,Nashville Children's Theatre,0,0,0,0,2184860
0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Community Concerts,0,0,0,0,2500
0,0,20000,2000,10300,2490,5050,3250,2242,8000,13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8822,2500,2000,7500,0,Nashville Cultural Arts Project,0,0,0,0,87224
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,Sister Cities of Nashville,0,0,0,0,4500
47862,53009,68654,61200,47800,62000,71200,65000,68132,65000,73920,107500,0,1000,840,0,1100,2000,5500,14387,14300,29280,19840,25175,23795,31845,34110,28200,70233,50635,Nashville Film Festival (formerly Sinking Creek Festival),0,0,0,0,1143517
0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Gospel Ministry,0,0,0,0,2000
0,0,0,4600,7000,8086,11550,0,8818,0,0,14850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville in Harmony,0,0,0,0,54904
0,0,0,0,0,0,0,0,0,0,0,0,40000,25000,21000,10000,17000,60000,52500,60000,60000,70000,31200,69030,0,0,0,0,0,0,Nashville Institute for the Arts,0,0,0,0,515730
0,0,0,7000,4600,4600,6500,5500,0,4050,5435,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,Nashville Jazz Orchestra,0,0,0,0,38685
17839,19511,34853,39600,36200,42000,42000,40000,45620,49925,64725,74000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,14600,29360,20984,Nashville Jazz Workshop,0,0,0,0,581217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Makes Zines,0,0,0,1000,1000
127852,188785,149033,151000,135000,124000,131540,126700,131950,110150,115700,117000,18000,10000,12000,8500,10000,30000,31000,34886,44000,54000,54500,87750,76000,127000,135800,144773,99278,154968,Nashville Opera Association,0,0,0,0,2741165
0,0,0,0,0,0,1575,850,0,1700,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Philharmonic Orchestra,0,0,0,0,7225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Please Don't Litter,0,4000,0,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Public Library Foundation,0,0,0,0,4500
0,3215,4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,Nashville Public Radio,0,0,0,0,9455
0,20924,3476,24000,3500,3700,0,3800,0,3100,4750,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,25000,18638,Nashville Public Television,0,0,0,0,126388
0,0,0,0,0,0,0,0,0,0,94905,88250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Repertory Theatre (formerly Tennessee Repertory Theatre),0,0,0,0,183155
0,0,3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Screenwriter's Conference,0,0,0,0,3412
24847,26824,55263,33300,34600,42300,42000,39000,0,55000,74965,75700,0,0,1500,1500,8000,12000,21300,26387,35500,38500,31061,27750,33882,40287,53720,31000,56594,30341,Nashville Shakespeare Festival,0,0,0,0,953121
0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Singers,0,0,0,0,1300
0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Swing Dance Foundation,0,0,0,0,1000
390691,398664,365182,156000,165000,162500,175150,139800,151750,126040,142405,156000,250000,165000,125000,110972,135000,200000,257500,275000,280000,290000,207000,300000,310000,400000,466900,500000,406088,408066,Nashville Symphony,0,0,0,0,7615708
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nashville Talking Chairs,0,0,0,8000,8000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,Nashville Theatre Works,0,0,0,0,9000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3012,4000,4653,3000,3000,2122,1500,0,0,NashvilleREAD,0,0,0,0,25087
0,0,0,0,0,0,0,0,3450,4400,0,76200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Museum of African American Music,0,0,0,0,84050
0,3690,3476,4000,9700,6000,6000,3500,0,3400,0,6000,0,0,0,0,0,0,0,0,0,5260,5500,6000,4500,9810,10408,15000,20450,17878,Native American Indian Association of Tennessee,0,0,0,0,140572
0,0,0,0,0,0,0,0,0,0,0,26600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Dialect,2500,0,0,0,29100
0,0,0,0,0,0,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Vision,0,0,0,0,8350
0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Next Door, Inc",0,0,0,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Norf Art Collective,0,4000,4000,0,8000
0,0,0,6100,0,0,0,6110,4250,3050,4250,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,5000,0,0,0,0,Oasis Center,0,0,0,0,35760
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Hickory Village Centennial Celebration Time Capsule,0,0,0,4000,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,2400,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Time Music & Dance,0,0,0,0,10600
33755,81853,64899,0,0,0,0,0,0,0,0,0,0,0,0,4500,8000,12000,15000,13266,20000,20800,30768,34750,37751,56884,74915,62000,41610,43018,Orchestra Nashville/Nashville Chamber Orchestra,0,0,0,0,655769
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Outside the Box,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,10225,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OZ Arts Nashville,0,0,0,0,55225
0,0,0,0,0,0,0,0,0,2305,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PENCIL Foundation,0,0,0,0,5150
8458,9746,3576,12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,29919,17100,23600,25010,Peoples Branch Theatre,0,0,0,0,139709
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pikesproject (#Pikesproject),0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,2500,4000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,Planned Parenthood of Middle Tennessee,0,0,0,0,9500
0,4524,847,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plowhaus,0,0,0,0,6371
0,0,0,0,0,0,0,0,0,0,0,14125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Porch Writers' Collective,0,0,3600,0,17725
0,0,0,0,0,0,0,0,0,0,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Poverty and the Arts,3100,0,0,0,11700
0,0,0,0,0,0,0,0,0,0,0,0,5900,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pro Musica,0,0,0,0,7400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Project 24,0,0,0,4000,4000
0,4257,2630,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Project Return,0,0,0,0,11887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens Among Us,0,0,0,8000,8000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,Race Relations Institute,0,0,0,0,4500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,Rediscover East!,0,0,0,0,2500
0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rejoice School of Ballet,0,0,0,0,4500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,Ridley Temple Foundation,0,0,0,0,3365
0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rocketown of Middle Tennessee,0,0,0,0,6500
0,0,0,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Room in the Inn,0,0,0,0,3800
6764,5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5125,5744,8500,6000,7333,Ruby Green Foundation,0,0,0,0,45154
0,0,0,3500,2200,0,0,0,4100,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salama Urban Ministries,0,0,0,0,16300
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,Salvation Army of Nashville,0,0,0,0,1500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sankofa African Drum and Dance Company,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Saturday in the Arts Day Camp,0,0,4000,0,4000
0,0,0,1500,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9988,12000,0,14201,25000,15756,12500,24750,0,Scarritt-Bennett Center,0,0,0,0,120695
9247,16739,34968,14000,30500,29700,31000,19000,25200,25200,30680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8918,Senior Center for the Arts,0,0,0,0,275152
0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sexual Assault Center,0,0,0,0,4500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shelby Bottom String Band,3050,0,0,0,3050
0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Social Movement Gallery,0,0,0,0,1500
0,0,0,0,9400,25000,23200,19000,27900,30175,53450,60350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Word (formerly Youth Speaks Nashville),0,0,0,0,248475
0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,St. Luke's Community House,0,0,0,0,2400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10677,0,0,0,StageWorks,0,0,0,0,20677
0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Storytelling Project,0,4000,0,0,4000
0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Street Style Project,0,0,4000,0,4000
0,1000,1011,6900,13100,16000,21025,20300,16188,16200,21070,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Street Theatre Company,0,0,0,0,148794
0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,9265,2961,Sudan Acholi Community of Tennessee,0,0,0,0,19736
0,2468,5272,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tango Nashville,0,0,0,0,13440
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,Tennessee Association for the Preservation & Perpetuation of Storytelling (TAPPS),0,0,0,0,1125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450,0,0,0,0,0,0,0,Temple Academy of Music,0,0,0,0,5450
8120,12328,9781,10000,12000,0,0,0,0,0,0,0,1000,250,1000,0,0,0,0,0,0,0,0,0,0,0,0,7000,2000,9527,Tennessee Art League,0,0,0,0,73006
14521,13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13529,Tennessee Artists' Guild,0,0,0,0,41708
13091,29694,17465,38000,19700,19700,37400,29500,42780,43000,61775,70675,0,0,0,0,0,1000,1000,7000,8250,10500,6200,9869,6395,12807,14988,16011,13764,14567,Tennessee Association of Craft Artists (DBA Tennessee Craft),0,0,0,0,545131
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,900,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee Chamber Chorale,0,0,0,0,4400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee Committee for Prevention of Child Abuse,0,0,0,0,1800
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee Committee of National Musuem of Women in the Arts,0,0,0,0,1000
0,0,0,0,0,0,0,0,0,0,0,0,11500,10000,8000,5000,8829,18756,13200,25787,25300,40500,46300,26338,23751,0,0,0,0,0,Tennessee Dance Theatre,0,0,0,0,263261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,8000,0,0,0,0,0,0,Tennessee Fox Trot Carousel,0,0,0,0,33000
0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee Grassroots Festival,0,0,0,0,5000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,Tennessee Jazz & Blues Society,0,0,0,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,1500,6000,6000,6000,4000,10000,3500,0,0,0,0,0,0,0,0,0,0,Tennessee Opera,0,0,0,0,37000
187757,198802,158157,141000,135000,135000,137450,141000,136300,135565,150685,147750,0,5000,4200,2000,35000,20000,65000,120000,120000,125000,70000,129093,143000,193000,196600,278200,147500,199038,Tennessee Performing Arts Center,0,0,0,0,3657097
0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tennessee Performing Arts Center, Rock Wedding",0,0,0,0,5000
62031,70664,60849,96000,91000,72000,69120,77000,59750,82400,0,0,26350,20000,22500,8500,35000,112000,170000,182000,182000,192000,252000,161798,167000,169200,179900,147772,34171,63655,Tennessee Repertory Theatre,0,0,0,0,2866660
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,Tennessee Screenwriting Association,0,0,0,0,3000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,Tennessee State Museum,0,0,0,0,5000
4132,9670,6607,20300,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Tennessee Theatre Company,0,0,0,0,54709
2657,1518,2449,8600,11200,20123,9700,11600,9982,15831,11475,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee Women's Theatre Project,0,0,0,0,115235
0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Theater Bug,0,0,0,0,12600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Therapeutic and Creative Arts,3650,0,0,0,3650
0,2902,3476,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,2000,500,500,1000,3000,1000,3623,Travellers' Rest,0,0,0,0,22001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Turnip Green Creative Reuse,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,10000,15000,13500,17500,6250,0,0,0,0,0,0,Uhuru Dance Company,0,0,0,0,67250
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnLocked,0,0,4000,0,4000
1326,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,Untitled,0,0,0,0,3738
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unveiling the Voice Within,3500,0,0,0,3500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,1850,1660,1552,6250,0,0,0,5000,2500,2600,"Vanderbilt University, Kennedy Center",0,0,0,0,23412
0,0,0,0,0,0,0,0,0,0,0,0,5000,4000,0,1300,3750,0,0,0,2500,0,0,0,0,0,0,0,2000,0,"Vanderbilt University, Sarratt Student Center",0,0,0,0,18550
27248,13687,0,14400,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180,25400,21745,17500,23940,18500,25000,35822,Village Cultural Arts Center,0,0,0,0,230822
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Village Records,0,0,0,4000,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10500,14000,14500,3000,0,3000,4000,3300,6190,4500,0,0,0,Visual Arts Alliance of Nashville (VAAN),0,0,0,0,62990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Voices on the Edge: Keeping and Including all of Edgehill,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Voices Unwavering,4000,0,0,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Volunteers/Imprv. 20th Dist.,0,0,0,0,3250
5216,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VSA Arts Tennessee,0,0,0,0,6727
47048,52106,47820,50000,45500,65000,60000,51000,67150,63000,71145,87700,10000,8000,10000,10000,10000,15500,23500,16000,22875,25265,31000,32000,28545,38000,39639,34500,40000,50700,W.O. Smith Nashville Community Music School,0,0,0,0,1152993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wade,0,0,0,8000,8000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Walking Within Your Creative Right,0,0,0,4000,4000
96699,82715,71522,113600,104000,159000,152640,121500,117700,121357,134555,0,3625,0,1000,0,1700,16500,17500,20000,28000,94190,111000,94100,81000,91000,142800,118998,42836,100870,"Watkins College of Art, Design & Film (formerly Watkins Institute)",0,0,0,0,2240407
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,West End Middle School PTSO,2500,0,0,0,2500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Who am I: Exploring the Self through Painting and Writing,0,0,0,4000,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593,0,0,0,0,0,0,Women/Music/Entertainment,0,0,0,0,3593
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Women's Veterans Expressive Arts Workshop and Symposium,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Woodbine Community Organization,0,0,0,0,2400
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Word Box Project,0,4000,0,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wordsmith,0,0,4000,0,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Working it Out,0,0,0,4000,4000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Writing as Resistance,0,4000,0,0,4000
0,0,0,1300,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Writers Stage,0,0,0,0,12100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Young People's Freedom Choir,0,0,0,3640,3640
0,0,0,0,0,0,0,0,0,12500,15530,16600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Youth Empowerment through the Arts & Humanities (YEAH!),0,0,0,0,44630
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Youth Voices Breakout,0,0,4000,0,4000
0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"YMCA of Middle Tennessee, artEmbrace",0,0,0,0,3000
0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Youth Life Foundation,0,0,0,0,3800
0,0,0,0,0,4500,4250,4500,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YWCA,0,0,0,0,17255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zen Quilting Guild,4000,0,0,0,4000
